Year,State,Ag District,County,corn_yield,soybeans_yield,wheat_yield
2001,ILLINOIS,NORTHWEST,OGLE,150.0,47.0,75.0
2001,ILLINOIS,NORTHWEST,PUTNAM,165.0,48.0,
2001,ILLINOIS,NORTHWEST,ROCK ISLAND,152.0,47.0,
2001,ILLINOIS,NORTHWEST,STEPHENSON,141.0,46.0,68.0
2001,ILLINOIS,NORTHWEST,WHITESIDE,145.0,46.0,74.0
2001,ILLINOIS,NORTHWEST,WINNEBAGO,119.0,38.0,75.0
2001,ILLINOIS,SOUTHEAST,EDWARDS,131.0,39.0,55.0
2001,ILLINOIS,SOUTHEAST,FRANKLIN,134.0,40.0,60.0
2001,ILLINOIS,SOUTHEAST,GALLATIN,153.0,43.0,55.0
2001,ILLINOIS,SOUTHEAST,HAMILTON,134.0,41.0,64.0
2001,ILLINOIS,SOUTHEAST,HARDIN,118.0,32.0,
2001,ILLINOIS,SOUTHEAST,JEFFERSON,134.0,39.0,55.0
2001,ILLINOIS,SOUTHEAST,MASSAC,138.0,38.0,62.0
2001,ILLINOIS,SOUTHEAST,POPE,134.0,31.0,
2001,ILLINOIS,SOUTHEAST,SALINE,139.0,45.0,56.0
2001,ILLINOIS,SOUTHEAST,WABASH,151.0,43.0,55.0
2001,ILLINOIS,SOUTHEAST,WAYNE,133.0,35.0,52.0
2001,ILLINOIS,SOUTHEAST,WHITE,152.0,41.0,62.0
2001,ILLINOIS,SOUTHWEST,ALEXANDER,154.0,35.0,64.0
2001,ILLINOIS,SOUTHWEST,CLINTON,137.0,41.0,60.0
2001,ILLINOIS,SOUTHWEST,JACKSON,145.0,42.0,61.0
2001,ILLINOIS,SOUTHWEST,JOHNSON,136.0,41.0,61.0
2001,ILLINOIS,SOUTHWEST,MONROE,148.0,40.0,62.0
2001,ILLINOIS,SOUTHWEST,PERRY,132.0,39.0,56.0
2001,ILLINOIS,SOUTHWEST,PULASKI,142.0,39.0,60.0
2001,ILLINOIS,SOUTHWEST,RANDOLPH,138.0,37.0,61.0
2001,ILLINOIS,SOUTHWEST,ST CLAIR,146.0,41.0,60.0
2001,ILLINOIS,SOUTHWEST,UNION,141.0,39.0,53.0
2001,ILLINOIS,SOUTHWEST,WASHINGTON,137.0,36.0,63.0
2001,ILLINOIS,SOUTHWEST,WILLIAMSON,124.0,40.0,56.0
2001,ILLINOIS,WEST,ADAMS,152.0,44.0,59.0
2001,ILLINOIS,WEST,BROWN,148.0,41.0,67.0
2001,ILLINOIS,WEST,FULTON,154.0,46.0,59.0
2001,ILLINOIS,WEST,HANCOCK,155.0,46.0,60.0
2001,ILLINOIS,WEST,HENDERSON,162.0,50.0,56.0
2001,ILLINOIS,WEST,KNOX,166.0,48.0,74.0
2001,ILLINOIS,WEST,MCDONOUGH,169.0,48.0,
2001,ILLINOIS,WEST,SCHUYLER,155.0,46.0,68.0
2001,ILLINOIS,WEST,WARREN,169.0,51.0,
2001,ILLINOIS,WEST SOUTHWEST,BOND,124.0,37.0,55.0
2001,ILLINOIS,WEST SOUTHWEST,CALHOUN,145.0,42.0,55.0
2001,ILLINOIS,WEST SOUTHWEST,CASS,161.0,48.0,58.0
2001,ILLINOIS,WEST SOUTHWEST,CHRISTIAN,166.0,48.0,65.0
2001,ILLINOIS,WEST SOUTHWEST,GREENE,151.0,47.0,63.0
2001,ILLINOIS,WEST SOUTHWEST,JERSEY,148.0,43.0,68.0
2001,ILLINOIS,WEST SOUTHWEST,MACOUPIN,146.0,43.0,62.0
2001,ILLINOIS,WEST SOUTHWEST,MADISON,145.0,41.0,55.0
2001,ILLINOIS,WEST SOUTHWEST,MONTGOMERY,152.0,44.0,59.0
2001,ILLINOIS,WEST SOUTHWEST,MORGAN,160.0,48.0,74.0
2001,ILLINOIS,WEST SOUTHWEST,PIKE,156.0,46.0,60.0
2001,ILLINOIS,WEST SOUTHWEST,SANGAMON,161.0,48.0,67.0
2001,ILLINOIS,WEST SOUTHWEST,SCOTT,149.0,42.0,61.0
2000,ILLINOIS,CENTRAL,DE WITT,160.0,47.0,
2000,ILLINOIS,CENTRAL,LOGAN,163.0,47.0,65.0
2000,ILLINOIS,CENTRAL,MACON,172.0,49.0,
2000,ILLINOIS,CENTRAL,MARSHALL,155.0,46.0,61.0
2000,ILLINOIS,CENTRAL,MASON,149.0,44.0,58.0
2000,ILLINOIS,CENTRAL,MCLEAN,155.0,47.0,83.0
2000,ILLINOIS,CENTRAL,MENARD,166.0,43.0,72.0
2000,ILLINOIS,CENTRAL,PEORIA,151.0,46.0,61.0
2000,ILLINOIS,CENTRAL,STARK,154.0,49.0,
2000,ILLINOIS,CENTRAL,TAZEWELL,165.0,48.0,63.0
2000,ILLINOIS,CENTRAL,WOODFORD,158.0,48.0,73.0
2000,ILLINOIS,EAST,CHAMPAIGN,145.0,47.0,
2000,ILLINOIS,EAST,FORD,136.0,42.0,75.0
2000,ILLINOIS,EAST,IROQUOIS,145.0,44.0,81.0
2000,ILLINOIS,EAST,KANKAKEE,145.0,44.0,69.0
2000,ILLINOIS,EAST,LIVINGSTON,147.0,44.0,77.0
2000,ILLINOIS,EAST,PIATT,166.0,50.0,
2000,ILLINOIS,EAST,VERMILION,136.0,45.0,75.0
2000,ILLINOIS,EAST SOUTHEAST,CLARK,152.0,44.0,70.0
2000,ILLINOIS,EAST SOUTHEAST,CLAY,139.0,41.0,56.0
2000,ILLINOIS,EAST SOUTHEAST,COLES,166.0,50.0,69.0
2000,ILLINOIS,EAST SOUTHEAST,CRAWFORD,138.0,42.0,68.0
2000,ILLINOIS,EAST SOUTHEAST,CUMBERLAND,144.0,41.0,59.0
2000,ILLINOIS,EAST SOUTHEAST,DOUGLAS,144.0,48.0,
2000,ILLINOIS,EAST SOUTHEAST,EDGAR,145.0,46.0,58.0
2000,ILLINOIS,EAST SOUTHEAST,EFFINGHAM,136.0,40.0,58.0
2000,ILLINOIS,EAST SOUTHEAST,FAYETTE,137.0,41.0,51.0
2000,ILLINOIS,EAST SOUTHEAST,JASPER,138.0,43.0,62.0
2000,ILLINOIS,EAST SOUTHEAST,LAWRENCE,138.0,42.0,57.0
2000,ILLINOIS,EAST SOUTHEAST,MARION,131.0,41.0,63.0
2000,ILLINOIS,EAST SOUTHEAST,MOULTRIE,173.0,48.0,
2000,ILLINOIS,EAST SOUTHEAST,RICHLAND,131.0,42.0,66.0
2000,ILLINOIS,EAST SOUTHEAST,SHELBY,163.0,47.0,64.0
2000,ILLINOIS,NORTHEAST,BOONE,140.0,36.0,71.0
2000,ILLINOIS,NORTHEAST,COOK,108.0,27.0,
2000,ILLINOIS,NORTHEAST,DE KALB,157.0,45.0,55.0
2000,ILLINOIS,NORTHEAST,DU PAGE,123.0,31.0,
2000,ILLINOIS,NORTHEAST,GRUNDY,151.0,45.0,
2000,ILLINOIS,NORTHEAST,KANE,150.0,39.0,66.0
2000,ILLINOIS,NORTHEAST,KENDALL,150.0,41.0,77.0
2000,ILLINOIS,NORTHEAST,LA SALLE,152.0,45.0,72.0
2000,ILLINOIS,NORTHEAST,LAKE,101.0,23.0,49.0
2000,ILLINOIS,NORTHEAST,MCHENRY,138.0,30.0,60.0
2000,ILLINOIS,NORTHEAST,WILL,140.0,39.0,70.0
2000,ILLINOIS,NORTHWEST,BUREAU,151.0,48.0,64.0
2000,ILLINOIS,NORTHWEST,CARROLL,150.0,49.0,
2000,ILLINOIS,NORTHWEST,HENRY,147.0,48.0,60.0
2000,ILLINOIS,NORTHWEST,JO DAVIESS,137.0,48.0,
2000,ILLINOIS,NORTHWEST,LEE,152.0,46.0,58.0
2000,ILLINOIS,NORTHWEST,MERCER,148.0,48.0,52.0
2000,ILLINOIS,NORTHWEST,OGLE,154.0,43.0,64.0
2000,ILLINOIS,NORTHWEST,PUTNAM,158.0,48.0,
2000,ILLINOIS,NORTHWEST,ROCK ISLAND,144.0,45.0,
2000,ILLINOIS,NORTHWEST,STEPHENSON,145.0,44.0,65.0
2000,ILLINOIS,NORTHWEST,WHITESIDE,139.0,45.0,52.0
2000,ILLINOIS,NORTHWEST,WINNEBAGO,130.0,37.0,57.0
2000,ILLINOIS,SOUTHEAST,EDWARDS,132.0,44.0,55.0
2000,ILLINOIS,SOUTHEAST,FRANKLIN,123.0,36.0,52.0
2000,ILLINOIS,SOUTHEAST,GALLATIN,155.0,41.0,56.0
2000,ILLINOIS,SOUTHEAST,HAMILTON,132.0,38.0,57.0
2000,ILLINOIS,SOUTHEAST,HARDIN,160.0,42.0,
2000,ILLINOIS,SOUTHEAST,JEFFERSON,132.0,38.0,58.0
2000,ILLINOIS,SOUTHEAST,MASSAC,121.0,34.0,58.0
2000,ILLINOIS,SOUTHEAST,POPE,96.0,27.0,
2000,ILLINOIS,SOUTHEAST,SALINE,125.0,40.0,60.0
2000,ILLINOIS,SOUTHEAST,WABASH,141.0,41.0,57.0
2000,ILLINOIS,SOUTHEAST,WAYNE,134.0,39.0,61.0
2000,ILLINOIS,SOUTHEAST,WHITE,141.0,39.0,57.0
2000,ILLINOIS,SOUTHWEST,ALEXANDER,139.0,37.0,47.0
2000,ILLINOIS,SOUTHWEST,CLINTON,141.0,39.0,59.0
2000,ILLINOIS,SOUTHWEST,JACKSON,141.0,39.0,49.0
2000,ILLINOIS,SOUTHWEST,JOHNSON,122.0,36.0,47.0
2000,ILLINOIS,SOUTHWEST,MONROE,158.0,41.0,52.0
2000,ILLINOIS,SOUTHWEST,PERRY,114.0,34.0,43.0
2000,ILLINOIS,SOUTHWEST,PULASKI,120.0,33.0,40.0
2000,ILLINOIS,SOUTHWEST,RANDOLPH,133.0,37.0,48.0
2000,ILLINOIS,SOUTHWEST,ST CLAIR,144.0,41.0,51.0
2000,ILLINOIS,SOUTHWEST,UNION,127.0,37.0,43.0
2000,ILLINOIS,SOUTHWEST,WASHINGTON,134.0,37.0,57.0
2000,ILLINOIS,SOUTHWEST,WILLIAMSON,114.0,38.0,50.0
2000,ILLINOIS,WEST,ADAMS,172.0,47.0,54.0
2000,ILLINOIS,WEST,BROWN,157.0,46.0,60.0
2000,ILLINOIS,WEST,FULTON,149.0,43.0,58.0
2000,ILLINOIS,WEST,HANCOCK,158.0,46.0,59.0
2000,ILLINOIS,WEST,HENDERSON,146.0,46.0,
2000,ILLINOIS,WEST,KNOX,152.0,48.0,81.0
2000,ILLINOIS,WEST,MCDONOUGH,160.0,45.0,65.0
2000,ILLINOIS,WEST,SCHUYLER,159.0,45.0,60.0
2000,ILLINOIS,WEST,WARREN,152.0,47.0,
2000,ILLINOIS,WEST SOUTHWEST,BOND,142.0,36.0,58.0
2000,ILLINOIS,WEST SOUTHWEST,CALHOUN,131.0,42.0,50.0
2000,ILLINOIS,WEST SOUTHWEST,CASS,164.0,43.0,53.0
2000,ILLINOIS,WEST SOUTHWEST,CHRISTIAN,177.0,49.0,60.0
2000,ILLINOIS,WEST SOUTHWEST,GREENE,164.0,48.0,55.0
2000,ILLINOIS,WEST SOUTHWEST,JERSEY,162.0,47.0,55.0
2000,ILLINOIS,WEST SOUTHWEST,MACOUPIN,170.0,46.0,64.0
2000,ILLINOIS,WEST SOUTHWEST,MADISON,155.0,40.0,54.0
2000,ILLINOIS,WEST SOUTHWEST,MONTGOMERY,173.0,43.0,62.0
2000,ILLINOIS,WEST SOUTHWEST,MORGAN,168.0,47.0,69.0
2000,ILLINOIS,WEST SOUTHWEST,PIKE,174.0,43.0,60.0
2000,ILLINOIS,WEST SOUTHWEST,SANGAMON,174.0,48.0,56.0
2000,ILLINOIS,WEST SOUTHWEST,SCOTT,162.0,46.0,62.0
