County,Year,NDWI
CARROLL,2008,0.055326968
CLAY,2008,0.012406762
MASSAC,2008,0.01443595
JOHNSON,2008,0.022068283
BROWN,2008,0.019987571
KANKAKEE,2008,0.026454885
SANGAMON,2008,0.019297329
BOONE,2008,0.047514329
MORGAN,2008,0.012834297
EDWARDS,2008,0.014022721
WABASH,2008,0.007982657
WAYNE,2008,0.011283894
FULTON,2008,0.02716784
WASHINGTON,2008,0.013804918
MOULTRIE,2008,0.006096602
TAZEWELL,2008,0.02683156
WARREN,2008,0.035648495
PULASKI,2008,0.017236925
MADISON,2008,0.014142071
MONTGOMERY,2008,0.007042278
MENARD,2008,0.017191133
HANCOCK,2008,0.022219907
MCLEAN,2008,0.023848659
UNION,2009,0.022463003
MCDONOUGH,2009,0.023940137
WINNEBAGO,2009,0.038735945
MARSHALL,2009,0.041867574
JERSEY,2009,0.018209975
BUREAU,2009,0.042083013
PUTNAM,2009,0.037286917
MASON,2009,0.01732045
OGLE,2009,0.047410776
DU PAGE,2009,0.025025598
LAKE,2009,0.018203366
CASS,2009,0.017270771
LAWRENCE,2009,0.008765368
CHAMPAIGN,2009,0.019409341
FORD,2009,0.020629852
SCOTT,2009,0.01061301
ALEXANDER,2009,0.022322987
CLARK,2009,0.012159963
ROCK ISLAND,2009,0.035935705
HARDIN,2009,0.017902333
CALHOUN,2009,0.034318376
JACKSON,2009,0.011949049
BOND,2009,0.00950497
CRAWFORD,2009,0.012799994
FRANKLIN,2009,0.013578226
PIATT,2009,0.021135443
ST CLAIR,2009,0.014685655
HAMILTON,2009,0.008919591
CUMBERLAND,2009,0.012651133
ADAMS,2009,0.019166927
DE WITT,2009,0.021971157
JO DAVIESS,2009,0.03518009
VERMILION,2009,0.018417443
EFFINGHAM,2009,0.006777701
COOK,2009,0.018407375
PIKE,2009,0.017820139
MARION,2009,0.009727335
KNOX,2009,0.034612726
MCHENRY,2009,0.034412638
HENDERSON,2009,0.031949592
HENRY,2009,0.038959174
GREENE,2009,0.013744882
SALINE,2009,0.010219378
WHITESIDE,2009,0.038483051
DE KALB,2009,0.044790058
WHITE,2009,0.011094666
LIVINGSTON,2009,0.026355313
WOODFORD,2009,0.034118131
MERCER,2009,0.033850383
MACON,2009,0.017253391
KENDALL,2009,0.04293681
CLINTON,2009,0.01307746
GRUNDY,2009,0.035063859
PERRY,2009,0.011293486
JASPER,2009,0.009918588
EDGAR,2009,0.017690299
COLES,2009,0.017364463
GALLATIN,2009,0.01074079
DOUGLAS,2009,0.017891829
RANDOLPH,2009,0.0135977
CHRISTIAN,2009,0.011500456
WILL,2009,0.026621931
MACOUPIN,2009,0.01427213
JEFFERSON,2009,0.011554565
POPE,2009,0.016656509
STARK,2009,0.040521698
SCHUYLER,2009,0.023107189
STEPHENSON,2009,0.045513792
LOGAN,2009,0.022884942
LEE,2009,0.043895114
FAYETTE,2009,0.005556144
LA SALLE,2009,0.0415091
PEORIA,2009,0.029613605
RICHLAND,2009,0.006332065
WILLIAMSON,2009,0.012885964
IROQUOIS,2009,0.024314773
KANE,2009,0.034677686
SHELBY,2009,0.016041175
MONROE,2009,0.017691112
CARROLL,2009,0.044943514
CLAY,2009,0.006873465
MASSAC,2009,0.013187115
JOHNSON,2009,0.016493432
BROWN,2009,0.02361201
KANKAKEE,2009,0.031396463
SANGAMON,2009,0.013646791
BOONE,2009,0.043170127
MORGAN,2009,0.012846906
EDWARDS,2009,0.007599476
WABASH,2009,0.009922024
WAYNE,2009,0.005223308
FULTON,2009,0.024007241
WASHINGTON,2009,0.011320778
MOULTRIE,2009,0.018484341
TAZEWELL,2009,0.028961526
WARREN,2009,0.031140018
PULASKI,2009,0.012423569
MADISON,2009,0.01287866
MONTGOMERY,2009,0.005129254
MENARD,2009,0.018134761
HANCOCK,2009,0.02190188
MCLEAN,2009,0.025656635
UNION,2010,0.020778105
MCDONOUGH,2010,0.030499528
WINNEBAGO,2010,0.042105106
MARSHALL,2010,0.038220347
JERSEY,2010,0.021839285
BUREAU,2010,0.042744768
PUTNAM,2010,0.037854791
MASON,2010,0.020716595
OGLE,2010,0.049250794
DU PAGE,2010,0.027610861
LAKE,2010,0.005112377
CASS,2010,0.024521899
LAWRENCE,2010,0.013449859
CHAMPAIGN,2010,0.031081221
FORD,2010,0.026016974
SCOTT,2010,0.017402235
ALEXANDER,2010,0.025852406
CLARK,2010,0.022964689
ROCK ISLAND,2010,0.040226731
HARDIN,2010,0.016308554
CALHOUN,2010,0.032592106
JACKSON,2010,0.020209858
BOND,2010,0.02105322
CRAWFORD,2010,0.014757129
FRANKLIN,2010,0.016778014
PIATT,2010,0.032972687
ST CLAIR,2010,0.01896632
HAMILTON,2010,0.008462546
CUMBERLAND,2010,0.015327999
ADAMS,2010,0.024969327
DE WITT,2010,0.03541981
JO DAVIESS,2010,0.040181208
VERMILION,2010,0.032819636
EFFINGHAM,2010,0.016700401
COOK,2010,0.015103073
PIKE,2010,0.025078417
MARION,2010,0.015227442
KNOX,2010,0.039159245
MCHENRY,2010,0.040642479
HENDERSON,2010,0.035891951
HENRY,2010,0.041776675
GREENE,2010,0.020443783
SALINE,2010,0.011555178
WHITESIDE,2010,0.038290465
DE KALB,2010,0.047850477
WHITE,2010,0.008660304
LIVINGSTON,2010,0.03506154
WOODFORD,2010,0.038891797
MERCER,2010,0.039700906
MACON,2010,0.028916202
KENDALL,2010,0.034387534
CLINTON,2010,0.021322045
GRUNDY,2010,0.031708014
PERRY,2010,0.012880231
JASPER,2010,0.013054254
EDGAR,2010,0.031089168
COLES,2010,0.026181496
GALLATIN,2010,0.010975413
DOUGLAS,2010,0.031116536
RANDOLPH,2010,0.02011679
CHRISTIAN,2010,0.020622695
WILL,2010,0.027428626
MACOUPIN,2010,0.020722059
JEFFERSON,2010,0.016208019
POPE,2010,0.011740712
STARK,2010,0.035376458
SCHUYLER,2010,0.026879084
STEPHENSON,2010,0.047996601
LOGAN,2010,0.030822393
LEE,2010,0.046798766
FAYETTE,2010,0.02119111
LA SALLE,2010,0.037335039
PEORIA,2010,0.033084765
RICHLAND,2010,0.009659396
WILLIAMSON,2010,0.018237399
IROQUOIS,2010,0.025412478
KANE,2010,0.038799764
SHELBY,2010,0.024582806
MONROE,2010,0.020820385
CARROLL,2010,0.047213499
CLAY,2010,0.01551737
MASSAC,2010,0.010996764
JOHNSON,2010,0.016258711
BROWN,2010,0.023619337
KANKAKEE,2010,0.027816559
SANGAMON,2010,0.027095654
BOONE,2010,0.047434279
MORGAN,2010,0.021473328
EDWARDS,2010,0.006291096
WABASH,2010,0.011026338
WAYNE,2010,0.004295661
FULTON,2010,0.035362311
WASHINGTON,2010,0.015218925
MOULTRIE,2010,0.028119651
TAZEWELL,2010,0.030839654
WARREN,2010,0.040438373
PULASKI,2010,0.012108105
MADISON,2010,0.021991185
MONTGOMERY,2010,0.022464687
MENARD,2010,0.025670757
HANCOCK,2010,0.024858808
MCLEAN,2010,0.037179284
UNION,2011,0.025513495
MCDONOUGH,2011,0.028407999
WINNEBAGO,2011,0.03474053
MARSHALL,2011,0.035454215
JERSEY,2011,0.022068595
BUREAU,2011,0.033584005
PUTNAM,2011,0.035805
MASON,2011,0.023803664
OGLE,2011,0.037038798
DU PAGE,2011,0.02669928
LAKE,2011,0.013330914
CASS,2011,0.020901955
LAWRENCE,2011,0.016392863
CHAMPAIGN,2011,0.018764766
FORD,2011,0.026832688
SCOTT,2011,0.021960644
ALEXANDER,2011,0.02988837
CLARK,2011,0.026220866
ROCK ISLAND,2011,0.032289392
HARDIN,2011,0.024027353
CALHOUN,2011,0.033549965
JACKSON,2011,0.023186637
BOND,2011,0.02038557
CRAWFORD,2011,0.021223366
FRANKLIN,2011,0.015128465
PIATT,2011,0.01983197
ST CLAIR,2011,0.017007822
HAMILTON,2011,0.011066704
CUMBERLAND,2011,0.023195077
ADAMS,2011,0.023575073
DE WITT,2011,0.024434232
JO DAVIESS,2011,0.040626933
VERMILION,2011,0.02321033
EFFINGHAM,2011,0.021780663
COOK,2011,0.019843264
PIKE,2011,0.025144648
MARION,2011,0.017447258
KNOX,2011,0.027919061
MCHENRY,2011,0.035126365
HENDERSON,2011,0.034139665
HENRY,2011,0.033280762
GREENE,2011,0.024081722
SALINE,2011,0.012134844
WHITESIDE,2011,0.028695371
DE KALB,2011,0.02847033
WHITE,2011,0.012075636
LIVINGSTON,2011,0.030222794
WOODFORD,2011,0.037427885
MERCER,2011,0.02743995
MACON,2011,0.019999955
KENDALL,2011,0.027038812
CLINTON,2011,0.021899078
GRUNDY,2011,0.027781797
PERRY,2011,0.013379923
JASPER,2011,0.019218547
EDGAR,2011,0.026316287
COLES,2011,0.024587051
GALLATIN,2011,0.021722854
DOUGLAS,2011,0.026581739
RANDOLPH,2011,0.01870577
CHRISTIAN,2011,0.022849792
WILL,2011,0.024971894
MACOUPIN,2011,0.019882114
JEFFERSON,2011,0.014602073
POPE,2011,0.021896435
STARK,2011,0.028730772
SCHUYLER,2011,0.025061793
STEPHENSON,2011,0.042924039
LOGAN,2011,0.024453328
LEE,2011,0.03233706
FAYETTE,2011,0.023674497
LA SALLE,2011,0.030980106
PEORIA,2011,0.033091411
RICHLAND,2011,0.015391213
WILLIAMSON,2011,0.019157193
IROQUOIS,2011,0.025749162
KANE,2011,0.033249626
SHELBY,2011,0.024183921
MONROE,2011,0.020551466
CARROLL,2011,0.041005634
CLAY,2011,0.01686026
MASSAC,2011,0.019071753
JOHNSON,2011,0.020823886
BROWN,2011,0.024171583
KANKAKEE,2011,0.02975624
SANGAMON,2011,0.023379946
BOONE,2011,0.038074254
MORGAN,2011,0.020630531
EDWARDS,2011,0.010015174
WABASH,2011,0.009620636
WAYNE,2011,0.013347894
FULTON,2011,0.025645425
WASHINGTON,2011,0.016934166
MOULTRIE,2011,0.021511939
TAZEWELL,2011,0.029010431
WARREN,2011,0.033203643
PULASKI,2011,0.020658222
MADISON,2011,0.015494784
MONTGOMERY,2011,0.01893567
MENARD,2011,0.0278178
HANCOCK,2011,0.025332595
MCLEAN,2011,0.028601856
UNION,2012,0.012151562
MCDONOUGH,2012,-0.004709513
WINNEBAGO,2012,0.004788472
MARSHALL,2012,-0.003698639
JERSEY,2012,0.00227349
BUREAU,2012,0.002619738
PUTNAM,2012,0.003960696
MASON,2012,-0.008555156
OGLE,2012,0.006218029
DU PAGE,2012,0.009761992
LAKE,2012,-0.025798985
CASS,2012,-0.006452478
LAWRENCE,2012,-0.006587485
CHAMPAIGN,2012,-0.015301831
FORD,2012,-0.014922871
SCOTT,2012,-0.004401194
ALEXANDER,2012,0.021880579
CLARK,2012,-0.003669257
ROCK ISLAND,2012,0.016970576
HARDIN,2012,0.01157857
CALHOUN,2012,0.015777637
JACKSON,2012,0.009394135
BOND,2012,-0.007363383
CRAWFORD,2012,-0.011005149
FRANKLIN,2012,-0.002806128
PIATT,2012,-0.020093416
ST CLAIR,2012,-0.003107488
HAMILTON,2012,-0.013022685
CUMBERLAND,2012,-0.001309528
ADAMS,2012,-0.0045093
DE WITT,2012,-0.010346959
JO DAVIESS,2012,0.0094161
VERMILION,2012,-0.004757145
EFFINGHAM,2012,-0.002896202
COOK,2012,-0.016428332
PIKE,2012,-0.000476819
MARION,2012,-0.007768214
KNOX,2012,0.002138043
MCHENRY,2012,0.004994988
HENDERSON,2012,0.0059919
HENRY,2012,0.01066474
GREENE,2012,-0.004106657
SALINE,2012,-0.011298009
WHITESIDE,2012,0.00975894
DE KALB,2012,-0.000886278
WHITE,2012,-0.005271175
LIVINGSTON,2012,-0.011718469
WOODFORD,2012,-0.002696765
MERCER,2012,0.008415574
MACON,2012,-0.021731167
KENDALL,2012,0.000582196
CLINTON,2012,-0.001094739
GRUNDY,2012,0.000140609
PERRY,2012,-0.009393501
JASPER,2012,-0.011002963
EDGAR,2012,-0.010647763
COLES,2012,-0.007930208
GALLATIN,2012,-0.007166469
DOUGLAS,2012,-0.013003363
RANDOLPH,2012,0.000773473
CHRISTIAN,2012,-0.019131788
WILL,2012,-0.002370642
MACOUPIN,2012,-0.009317254
JEFFERSON,2012,-0.002868683
POPE,2012,0.010420889
STARK,2012,-0.000374229
SCHUYLER,2012,0.005464965
STEPHENSON,2012,0.005045612
LOGAN,2012,-0.019012531
LEE,2012,0.003093533
FAYETTE,2012,0.000144132
LA SALLE,2012,-0.009455744
PEORIA,2012,0.007833548
RICHLAND,2012,-0.01569937
WILLIAMSON,2012,0.004539602
IROQUOIS,2012,-0.013598033
KANE,2012,0.007177485
SHELBY,2012,-0.007947498
MONROE,2012,0.012863891
CARROLL,2012,0.014036624
CLAY,2012,-0.017594579
MASSAC,2012,-0.005472889
JOHNSON,2012,0.005950281
BROWN,2012,0.00464884
KANKAKEE,2012,-0.010999168
SANGAMON,2012,-0.016810412
BOONE,2012,0.008789447
MORGAN,2012,-0.013588124
EDWARDS,2012,-0.010323931
WABASH,2012,-0.00972289
WAYNE,2012,-0.013954881
FULTON,2012,0.005108176
WASHINGTON,2012,-0.015288159
MOULTRIE,2012,-0.018644522
TAZEWELL,2012,0.005941086
WARREN,2012,-0.001812753
PULASKI,2012,0.002446403
MADISON,2012,-0.001452343
MONTGOMERY,2012,-0.011713819
MENARD,2012,-0.016878551
HANCOCK,2012,-0.001929736
MCLEAN,2012,-0.008201983
UNION,2013,0.031885456
MCDONOUGH,2013,0.035370708
WINNEBAGO,2013,0.052704494
MARSHALL,2013,0.021018205
JERSEY,2013,0.02488802
BUREAU,2013,0.034315762
PUTNAM,2013,0.024914745
MASON,2013,0.016278164
OGLE,2013,0.055385727
DU PAGE,2013,0.027991607
LAKE,2013,0.009629562
CASS,2013,0.029419836
LAWRENCE,2013,0.016571364
CHAMPAIGN,2013,0.018291431
FORD,2013,0.0175574
SCOTT,2013,0.023866382
ALEXANDER,2013,0.032608984
CLARK,2013,0.029005213
ROCK ISLAND,2013,0.035582628
HARDIN,2013,0.031405113
CALHOUN,2013,0.038351064
JACKSON,2013,0.02856219
BOND,2013,0.01929884
CRAWFORD,2013,0.021826953
FRANKLIN,2013,0.022418646
PIATT,2013,0.010617432
ST CLAIR,2013,0.022200213
HAMILTON,2013,0.019127993
CUMBERLAND,2013,0.028381985
ADAMS,2013,0.023305584
DE WITT,2013,0.024666172
JO DAVIESS,2013,0.049617125
VERMILION,2013,0.022074631
EFFINGHAM,2013,0.025005936
COOK,2013,0.015494606
PIKE,2013,0.025670981
MARION,2013,0.022788735
KNOX,2013,0.03222774
MCHENRY,2013,0.046991035
HENDERSON,2013,0.031935732
HENRY,2013,0.033948386
GREENE,2013,0.018698267
SALINE,2013,0.018476467
WHITESIDE,2013,0.04372801
DE KALB,2013,0.05369243
WHITE,2013,0.018035107
LIVINGSTON,2013,0.02035266
WOODFORD,2013,0.026886757
MERCER,2013,0.037398817
MACON,2013,0.009381432
KENDALL,2013,0.034630955
CLINTON,2013,0.023921024
GRUNDY,2013,0.024411049
PERRY,2013,0.018718628
JASPER,2013,0.023016791
EDGAR,2013,0.024507986
COLES,2013,0.018098042
GALLATIN,2013,0.017569808
DOUGLAS,2013,0.013736632
RANDOLPH,2013,0.022227848
CHRISTIAN,2013,0.008990392
WILL,2013,0.023295605
MACOUPIN,2013,0.017847439
JEFFERSON,2013,0.023583521
POPE,2013,0.031836816
STARK,2013,0.025502509
SCHUYLER,2013,0.02748438
STEPHENSON,2013,0.062953705
LOGAN,2013,0.019249449
LEE,2013,0.045762226
FAYETTE,2013,0.021549462
LA SALLE,2013,0.029812824
PEORIA,2013,0.024376285
RICHLAND,2013,0.020895992
WILLIAMSON,2013,0.027060334
IROQUOIS,2013,0.020683376
KANE,2013,0.040910432
SHELBY,2013,0.01329634
MONROE,2013,0.023814802
CARROLL,2013,0.052822938
CLAY,2013,0.021169127
MASSAC,2013,0.02413644
JOHNSON,2013,0.030828616
BROWN,2013,0.025402518
KANKAKEE,2013,0.018853231
SANGAMON,2013,0.01400933
BOONE,2013,0.059303079
MORGAN,2013,0.0227098
EDWARDS,2013,0.017296457
WABASH,2013,0.022926617
WAYNE,2013,0.020035098
FULTON,2013,0.027734821
WASHINGTON,2013,0.021023821
MOULTRIE,2013,0.010484741
TAZEWELL,2013,0.021328048
WARREN,2013,0.037678435
PULASKI,2013,0.024382302
MADISON,2013,0.023480319
MONTGOMERY,2013,0.014314487
MENARD,2013,0.022940364
HANCOCK,2013,0.030235305
MCLEAN,2013,0.021395191
UNION,2014,0.030645135
MCDONOUGH,2014,0.036214825
WINNEBAGO,2014,0.042880747
MARSHALL,2014,0.041694217
JERSEY,2014,0.027074216
BUREAU,2014,0.044614111
PUTNAM,2014,0.0415538
MASON,2014,0.030393494
OGLE,2014,0.047988327
DU PAGE,2014,0.032703112
LAKE,2014,0.024270921
CASS,2014,0.030004594
LAWRENCE,2014,0.023600792
CHAMPAIGN,2014,0.02816335
FORD,2014,0.033773075
SCOTT,2014,0.025586756
ALEXANDER,2014,0.033016407
CLARK,2014,0.028636281
ROCK ISLAND,2014,0.044469267
HARDIN,2014,0.023877315
CALHOUN,2014,0.03365091
JACKSON,2014,0.02820929
BOND,2014,0.026130888
CRAWFORD,2014,0.026100545
FRANKLIN,2014,0.024356907
PIATT,2014,0.027698793
ST CLAIR,2014,0.028033024
HAMILTON,2014,0.021111425
CUMBERLAND,2014,0.0285237
ADAMS,2014,0.030885411
DE WITT,2014,0.031986279
JO DAVIESS,2014,0.046347643
VERMILION,2014,0.028844824
EFFINGHAM,2014,0.028969653
COOK,2014,0.020567482
PIKE,2014,0.027842484
MARION,2014,0.024695818
KNOX,2014,0.042540065
MCHENRY,2014,0.042237038
HENDERSON,2014,0.040569996
HENRY,2014,0.045270242
GREENE,2014,0.026016262
SALINE,2014,0.01553458
WHITESIDE,2014,0.046367332
DE KALB,2014,0.05047505
WHITE,2014,0.0227806
LIVINGSTON,2014,0.037115675
WOODFORD,2014,0.03558741
MERCER,2014,0.045268908
MACON,2014,0.030277454
KENDALL,2014,0.040957747
CLINTON,2014,0.029738002
GRUNDY,2014,0.038550405
PERRY,2014,0.022371606
JASPER,2014,0.020397223
EDGAR,2014,0.027953156
COLES,2014,0.029719357
GALLATIN,2014,0.017065933
DOUGLAS,2014,0.026195831
RANDOLPH,2014,0.025888851
CHRISTIAN,2014,0.028174562
WILL,2014,0.035282272
MACOUPIN,2014,0.026312325
JEFFERSON,2014,0.026585806
POPE,2014,0.02422146
STARK,2014,0.042800499
SCHUYLER,2014,0.031877121
STEPHENSON,2014,0.048754498
LOGAN,2014,0.034878697
LEE,2014,0.048880915
FAYETTE,2014,0.025282816
LA SALLE,2014,0.043239567
PEORIA,2014,0.041051623
RICHLAND,2014,0.021828568
WILLIAMSON,2014,0.025512693
IROQUOIS,2014,0.035994193
KANE,2014,0.04249482
SHELBY,2014,0.028586535
MONROE,2014,0.027355267
CARROLL,2014,0.049712804
CLAY,2014,0.026015159
MASSAC,2014,0.022913573
JOHNSON,2014,0.02577636
BROWN,2014,0.029250906
KANKAKEE,2014,0.035777335
SANGAMON,2014,0.030479674
BOONE,2014,0.052449497
MORGAN,2014,0.027882801
EDWARDS,2014,0.019980359
WABASH,2014,0.02079908
WAYNE,2014,0.022495427
FULTON,2014,0.039460968
WASHINGTON,2014,0.026666555
MOULTRIE,2014,0.029105836
TAZEWELL,2014,0.039138163
WARREN,2014,0.041519542
PULASKI,2014,0.024888827
MADISON,2014,0.027425735
MONTGOMERY,2014,0.024099372
MENARD,2014,0.030165827
HANCOCK,2014,0.035350753
MCLEAN,2014,0.032379238
UNION,2015,0.018745538
MCDONOUGH,2015,0.019782143
WINNEBAGO,2015,0.029900465
MARSHALL,2015,0.026871223
JERSEY,2015,0.008696348
BUREAU,2015,0.032277694
PUTNAM,2015,0.028232575
MASON,2015,0.004620439
OGLE,2015,0.038552699
DU PAGE,2015,0.02077949
LAKE,2015,0.013258288
CASS,2015,0.001160656
LAWRENCE,2015,0.006539228
CHAMPAIGN,2015,0.016115207
FORD,2015,0.019811033
SCOTT,2015,0.000623203
ALEXANDER,2015,0.019728745
CLARK,2015,0.01338002
ROCK ISLAND,2015,0.02969964
HARDIN,2015,0.023206047
CALHOUN,2015,0.018538871
JACKSON,2015,0.016874714
BOND,2015,0.00489957
CRAWFORD,2015,0.004993534
FRANKLIN,2015,0.011785697
PIATT,2015,0.012370489
ST CLAIR,2015,0.010432764
HAMILTON,2015,0.007114972
CUMBERLAND,2015,0.00923058
ADAMS,2015,0.013220437
DE WITT,2015,0.007723957
JO DAVIESS,2015,0.029751807
VERMILION,2015,0.020611792
EFFINGHAM,2015,0.001100757
COOK,2015,0.013382591
PIKE,2015,0.004955257
MARION,2015,0.00903849
KNOX,2015,0.02799549
MCHENRY,2015,0.029742011
HENDERSON,2015,0.027034334
HENRY,2015,0.033009546
GREENE,2015,-0.000394989
SALINE,2015,0.005584346
WHITESIDE,2015,0.036911149
DE KALB,2015,0.036962238
WHITE,2015,0.00361314
LIVINGSTON,2015,0.021878348
WOODFORD,2015,0.026215033
MERCER,2015,0.028102114
MACON,2015,0.009114063
KENDALL,2015,0.028695279
CLINTON,2015,0.009591248
GRUNDY,2015,0.022165651
PERRY,2015,0.01037936
JASPER,2015,0.001094294
EDGAR,2015,0.013213407
COLES,2015,0.009702731
GALLATIN,2015,0.00493904
DOUGLAS,2015,0.012792195
RANDOLPH,2015,0.010506212
CHRISTIAN,2015,0.002108383
WILL,2015,0.020569183
MACOUPIN,2015,0.000875539
JEFFERSON,2015,0.009729654
POPE,2015,0.018539128
STARK,2015,0.029063381
SCHUYLER,2015,0.012069558
STEPHENSON,2015,0.038348392
LOGAN,2015,0.00712466
LEE,2015,0.033231552
FAYETTE,2015,0.006966837
LA SALLE,2015,0.025998404
PEORIA,2015,0.025090543
RICHLAND,2015,0.000653992
WILLIAMSON,2015,0.014650936
IROQUOIS,2015,0.018665548
KANE,2015,0.030558488
SHELBY,2015,0.003359212
MONROE,2015,0.011681126
CARROLL,2015,0.041961188
CLAY,2015,0.006723137
MASSAC,2015,0.016281004
JOHNSON,2015,0.016815402
BROWN,2015,0.015095249
KANKAKEE,2015,0.02197657
SANGAMON,2015,0.007247293
BOONE,2015,0.034810147
MORGAN,2015,0.004773624
EDWARDS,2015,0.00399594
WABASH,2015,0.002843606
WAYNE,2015,0.004649966
FULTON,2015,0.018994349
WASHINGTON,2015,0.007589715
MOULTRIE,2015,0.007602714
TAZEWELL,2015,0.015745695
WARREN,2015,0.03148512
PULASKI,2015,0.015165597
MADISON,2015,0.009510888
MONTGOMERY,2015,0.004424546
MENARD,2015,0.00820764
HANCOCK,2015,0.024878167
MCLEAN,2015,0.019279036
UNION,2016,0.012424605
MCDONOUGH,2016,0.002237615
WINNEBAGO,2016,0.034164912
MARSHALL,2016,0.00711803
JERSEY,2016,0.004196055
BUREAU,2016,0.016805897
PUTNAM,2016,0.021107842
MASON,2016,-0.007434063
OGLE,2016,0.031931862
DU PAGE,2016,0.01850538
LAKE,2016,0.002947187
CASS,2016,8.08E-05
LAWRENCE,2016,-0.00763169
CHAMPAIGN,2016,-0.000655732
FORD,2016,0.0021867
SCOTT,2016,0.001758699
ALEXANDER,2016,0.015948555
CLARK,2016,-0.002790465
ROCK ISLAND,2016,0.018528663
HARDIN,2016,0.012402329
CALHOUN,2016,0.018599499
JACKSON,2016,0.00980844
BOND,2016,-0.002459506
CRAWFORD,2016,-7.75E-05
FRANKLIN,2016,0.005077984
PIATT,2016,-0.002928771
ST CLAIR,2016,-0.002518764
HAMILTON,2016,-0.000853193
CUMBERLAND,2016,-0.004890077
ADAMS,2016,0.008735164
DE WITT,2016,0.001533208
JO DAVIESS,2016,0.03568381
VERMILION,2016,0.002238194
EFFINGHAM,2016,-0.00746235
COOK,2016,0.006763898
PIKE,2016,0.005926054
MARION,2016,-8.42E-05
KNOX,2016,0.005407289
MCHENRY,2016,0.035267976
HENDERSON,2016,0.001483856
HENRY,2016,0.014997956
GREENE,2016,0.004527781
SALINE,2016,-0.000905888
WHITESIDE,2016,0.018321075
DE KALB,2016,0.029848641
WHITE,2016,-0.002344714
LIVINGSTON,2016,0.004029991
WOODFORD,2016,0.004140886
MERCER,2016,0.015921681
MACON,2016,0.000721246
KENDALL,2016,0.017682658
CLINTON,2016,0.002555386
GRUNDY,2016,0.012965653
PERRY,2016,0.000455937
JASPER,2016,-0.008901783
EDGAR,2016,-0.012174755
COLES,2016,-0.004143082
GALLATIN,2016,-0.004056872
DOUGLAS,2016,-0.006228386
RANDOLPH,2016,0.004695766
CHRISTIAN,2016,-0.000889688
WILL,2016,0.018669999
MACOUPIN,2016,0.000867627
JEFFERSON,2016,0.002172053
POPE,2016,0.011167478
STARK,2016,0.007463375
SCHUYLER,2016,0.004941169
STEPHENSON,2016,0.038841644
LOGAN,2016,0.001231602
LEE,2016,0.024627719
FAYETTE,2016,-0.002117097
LA SALLE,2016,0.015242509
PEORIA,2016,0.003941541
RICHLAND,2016,-0.01079231
WILLIAMSON,2016,0.008657772
IROQUOIS,2016,0.004083825
KANE,2016,0.027377281
SHELBY,2016,-0.006234561
MONROE,2016,0.002899171
CARROLL,2016,0.034020031
CLAY,2016,-0.009903538
MASSAC,2016,0.003121983
JOHNSON,2016,0.011440263
BROWN,2016,0.00892523
KANKAKEE,2016,0.012895438
SANGAMON,2016,0.002835133
BOONE,2016,0.040724191
MORGAN,2016,0.000439906
EDWARDS,2016,-0.007151886
WABASH,2016,-0.009064722
WAYNE,2016,-0.004677412
FULTON,2016,0.00782157
WASHINGTON,2016,-0.000162848
MOULTRIE,2016,-0.007990233
TAZEWELL,2016,-0.002960373
WARREN,2016,0.003160758
PULASKI,2016,0.004224322
MADISON,2016,0.000545539
MONTGOMERY,2016,-0.003731882
MENARD,2016,-0.000117247
HANCOCK,2016,0.00123437
MCLEAN,2016,-0.003846128
UNION,2017,0.014700109
MCDONOUGH,2017,0.010479256
WINNEBAGO,2017,0.01002897
MARSHALL,2017,0.008337819
JERSEY,2017,0.008315199
BUREAU,2017,0.007990156
PUTNAM,2017,0.00917604
MASON,2017,0.008275814
OGLE,2017,0.004506544
DU PAGE,2017,0.010763194
LAKE,2017,-0.004829848
CASS,2017,0.006960718
LAWRENCE,2017,-0.002990744
CHAMPAIGN,2017,-0.002168861
FORD,2017,-0.003268848
SCOTT,2017,0.006326214
ALEXANDER,2017,0.013882012
CLARK,2017,0.007084714
ROCK ISLAND,2017,0.011597208
HARDIN,2017,0.009330158
CALHOUN,2017,0.020379848
JACKSON,2017,0.012892953
BOND,2017,0.001021582
CRAWFORD,2017,0.001973346
FRANKLIN,2017,0.005193517
PIATT,2017,-0.00242933
ST CLAIR,2017,-0.001702109
HAMILTON,2017,-0.002199478
CUMBERLAND,2017,-0.00528435
ADAMS,2017,0.004768721
DE WITT,2017,0.005184099
JO DAVIESS,2017,0.017603217
VERMILION,2017,-0.000795535
EFFINGHAM,2017,-0.001329028
COOK,2017,-0.003427203
PIKE,2017,0.010499125
MARION,2017,0.000698949
KNOX,2017,0.010878859
MCHENRY,2017,0.00758184
HENDERSON,2017,0.013178714
HENRY,2017,0.002384236
GREENE,2017,0.007588641
SALINE,2017,-0.004256166
WHITESIDE,2017,0.004397285
DE KALB,2017,0.00281104
WHITE,2017,-0.003609739
LIVINGSTON,2017,3.64E-05
WOODFORD,2017,0.006214051
MERCER,2017,0.008361975
MACON,2017,-0.001414901
KENDALL,2017,0.008277521
CLINTON,2017,0.001585669
GRUNDY,2017,0.001842651
PERRY,2017,0.000492731
JASPER,2017,-0.003027338
EDGAR,2017,0.00493059
COLES,2017,-0.00298193
GALLATIN,2017,-0.00367526
DOUGLAS,2017,-0.006209357
RANDOLPH,2017,0.002378057
CHRISTIAN,2017,-0.003001394
WILL,2017,0.001973879
MACOUPIN,2017,0.002216513
