County,Year,GPP
MORGAN,2006,283.8109393
MORGAN,2007,332.4907148
MORGAN,2008,357.9054162
MORGAN,2009,324.28014
MORGAN,2010,350.821199
MORGAN,2011,355.0726486
MORGAN,2012,434.0608762
MORGAN,2013,463.1813444
MORGAN,2014,432.3229881
MORGAN,2015,394.9759168
MORGAN,2016,436.113356
MORGAN,2017,448.1986452
MORGAN,2018,317.5181944
MORGAN,2019,485.8449905
MORGAN,2020,447.8834954
EDWARDS,2000,544.9083565
EDWARDS,2001,404.0717807
EDWARDS,2002,429.0234759
EDWARDS,2003,566.7281041
EDWARDS,2004,490.663858
EDWARDS,2005,530.0771221
EDWARDS,2006,462.3486562
EDWARDS,2007,456.7400408
EDWARDS,2008,605.2445535
EDWARDS,2009,512.3726546
EDWARDS,2010,492.0248761
EDWARDS,2011,523.9669218
EDWARDS,2012,526.2777737
EDWARDS,2013,533.8178754
EDWARDS,2014,421.5068743
EDWARDS,2015,511.7764844
EDWARDS,2016,649.7057896
EDWARDS,2017,547.4581585
EDWARDS,2018,429.4903482
EDWARDS,2019,697.7201147
EDWARDS,2020,547.2417172
WABASH,2000,488.9215536
WABASH,2001,396.6740186
WABASH,2002,408.4280447
WABASH,2003,487.0724902
WABASH,2004,415.0649514
WABASH,2005,483.2416125
WABASH,2006,398.2226288
WABASH,2007,406.4303066
WABASH,2008,565.6458663
WABASH,2009,479.7037689
WABASH,2010,431.4378723
WABASH,2011,461.0832608
WABASH,2012,588.3724556
WABASH,2013,500.0809568
WABASH,2014,423.2777555
WABASH,2015,460.629697
WABASH,2016,527.7414482
WABASH,2017,455.7056908
WABASH,2018,336.0703669
WABASH,2019,548.5132388
WABASH,2020,461.574303
WAYNE,2000,474.3463347
WAYNE,2001,374.0278243
WAYNE,2002,431.8812787
WAYNE,2003,504.3676189
WAYNE,2004,438.8200138
WAYNE,2005,559.03944
WAYNE,2006,422.116924
WAYNE,2007,427.3449797
WAYNE,2008,617.5862565
WAYNE,2009,521.6134347
WAYNE,2010,477.5498487
WAYNE,2011,569.2449709
WAYNE,2012,528.0315939
WAYNE,2013,571.2074467
WAYNE,2014,486.6311185
WAYNE,2015,561.235929
WAYNE,2016,654.5236056
WAYNE,2017,560.9748542
WAYNE,2018,418.5805311
WAYNE,2019,632.8801094
WAYNE,2020,526.264298
FULTON,2000,353.2755015
FULTON,2001,349.8907053
FULTON,2002,376.9316736
FULTON,2003,391.6657436
FULTON,2004,375.2792254
FULTON,2005,456.2202736
FULTON,2006,312.3779041
FULTON,2007,366.2530075
FULTON,2008,343.8651139
FULTON,2009,348.1776414
FULTON,2010,424.9049515
FULTON,2011,393.6225753
FULTON,2012,461.8474237
FULTON,2013,413.4095666
FULTON,2014,462.8127588
FULTON,2015,497.7333933
FULTON,2016,498.9409506
FULTON,2017,541.7515317
FULTON,2018,356.0301048
FULTON,2019,561.2258878
FULTON,2020,486.8950857
WASHINGTON,2000,642.4673801
WASHINGTON,2001,472.7038076
WASHINGTON,2002,462.5535048
WASHINGTON,2003,610.3053035
WASHINGTON,2004,586.2273959
WASHINGTON,2005,562.0540172
WASHINGTON,2006,510.6015021
WASHINGTON,2007,503.664493
WASHINGTON,2008,695.1804244
WASHINGTON,2009,522.447044
WASHINGTON,2010,498.4299761
WASHINGTON,2011,565.6430114
WASHINGTON,2012,544.9473248
WASHINGTON,2013,641.4304712
WASHINGTON,2014,537.9561885
WASHINGTON,2015,602.2812696
WASHINGTON,2016,617.5640857
WASHINGTON,2017,611.9797543
WASHINGTON,2018,527.2759208
WASHINGTON,2019,697.1563069
WASHINGTON,2020,666.7791477
MOULTRIE,2000,263.6913281
MOULTRIE,2001,245.4012669
MOULTRIE,2002,346.397323
MOULTRIE,2003,280.7051791
MOULTRIE,2004,263.3637532
MOULTRIE,2005,343.7854453
MOULTRIE,2006,246.9457063
MOULTRIE,2007,293.9496011
MOULTRIE,2008,332.8927183
MOULTRIE,2009,295.0600832
MOULTRIE,2010,312.0128056
MOULTRIE,2011,339.3622935
MOULTRIE,2012,397.3949792
MOULTRIE,2013,450.4455086
MOULTRIE,2014,330.6673596
MOULTRIE,2015,355.6811476
MOULTRIE,2016,411.0378796
MOULTRIE,2017,466.6034216
MOULTRIE,2018,309.6464502
MOULTRIE,2019,457.8514756
MOULTRIE,2020,392.4385859
TAZEWELL,2000,281.3769922
TAZEWELL,2001,276.3290646
TAZEWELL,2002,322.950797
TAZEWELL,2003,285.0689533
TAZEWELL,2004,300.2848496
TAZEWELL,2005,368.9484112
TAZEWELL,2006,280.4637756
TAZEWELL,2007,297.9801801
TAZEWELL,2008,322.8499996
TAZEWELL,2009,266.9115719
TAZEWELL,2010,324.5511023
TAZEWELL,2011,342.7567192
TAZEWELL,2012,415.6006891
TAZEWELL,2013,390.5344854
TAZEWELL,2014,379.3896607
TAZEWELL,2015,418.1782735
TAZEWELL,2016,423.2476446
TAZEWELL,2017,500.0247355
TAZEWELL,2018,293.0293056
TAZEWELL,2019,491.5466156
TAZEWELL,2020,429.9108158
WARREN,2000,279.5421935
WARREN,2001,286.6127727
WARREN,2002,278.6131819
WARREN,2003,308.0733743
WARREN,2004,308.5443928
WARREN,2005,348.7397693
WARREN,2006,267.8540617
WARREN,2007,294.0171429
WARREN,2008,265.3262712
WARREN,2009,266.2150483
WARREN,2010,346.1238286
WARREN,2011,304.9664928
WARREN,2012,359.9466202
WARREN,2013,312.3948621
WARREN,2014,333.9989763
WARREN,2015,399.3433484
WARREN,2016,415.7367723
WARREN,2017,425.8117057
WARREN,2018,292.6057372
WARREN,2019,451.5554597
WARREN,2020,404.5301476
PULASKI,2000,606.3637365
PULASKI,2001,520.5093776
PULASKI,2002,593.6302166
PULASKI,2003,638.0113478
PULASKI,2004,530.0951475
PULASKI,2005,670.5047495
PULASKI,2006,528.8526286
PULASKI,2007,547.9700654
PULASKI,2008,672.3962874
PULASKI,2009,605.0034112
PULASKI,2010,606.5800289
PULASKI,2011,656.4770781
PULASKI,2012,757.8728847
PULASKI,2013,644.7250639
PULASKI,2014,547.3451101
PULASKI,2015,644.8445355
PULASKI,2016,666.725259
PULASKI,2017,642.5643083
PULASKI,2018,537.5646347
PULASKI,2019,706.5984917
PULASKI,2020,754.8331471
MADISON,2000,538.7618268
MADISON,2001,399.2002103
MADISON,2002,548.1325393
MADISON,2003,534.8223942
MADISON,2004,460.7862193
MADISON,2005,571.6581063
MADISON,2006,446.3815587
MADISON,2007,445.2062422
MADISON,2008,585.0204228
MADISON,2009,519.4000465
MADISON,2010,477.6389358
MADISON,2011,543.9450534
MADISON,2012,528.2632886
MADISON,2013,590.6983722
MADISON,2014,518.5325644
MADISON,2015,568.4359858
MADISON,2016,621.3912409
MADISON,2017,560.5367792
MADISON,2018,461.7019952
MADISON,2019,681.061553
MADISON,2020,566.1198908
MONTGOMERY,2000,373.3142121
MONTGOMERY,2001,321.8726384
MONTGOMERY,2002,434.4538363
MONTGOMERY,2003,386.9740739
MONTGOMERY,2004,353.3429834
MONTGOMERY,2005,440.2616206
MONTGOMERY,2006,312.6231768
MONTGOMERY,2007,346.4189391
MONTGOMERY,2008,439.9072607
MONTGOMERY,2009,422.3989639
MONTGOMERY,2010,375.8299405
MONTGOMERY,2011,419.2023106
MONTGOMERY,2012,482.4664826
MONTGOMERY,2013,483.0331667
MONTGOMERY,2014,418.6601369
MONTGOMERY,2015,459.1244987
MONTGOMERY,2016,525.6251661
MONTGOMERY,2017,498.5933264
MONTGOMERY,2018,349.397469
MONTGOMERY,2019,532.168189
MONTGOMERY,2020,440.8651553
MENARD,2000,279.9034377
MENARD,2001,272.876418
MENARD,2002,357.942678
MENARD,2003,299.3129186
MENARD,2004,299.4641108
MENARD,2005,386.2552838
MENARD,2006,280.3378501
MENARD,2007,315.2169574
MENARD,2008,344.7263849
MENARD,2009,315.6003733
MENARD,2010,350.5836503
MENARD,2011,366.9910696
MENARD,2012,407.048356
MENARD,2013,419.228839
MENARD,2014,385.2775219
MENARD,2015,414.7511447
MENARD,2016,435.0737646
MENARD,2017,480.2872773
MENARD,2018,287.0930229
MENARD,2019,521.8669075
MENARD,2020,431.1761233
HANCOCK,2000,333.3316842
HANCOCK,2001,357.7192051
HANCOCK,2002,348.5898697
HANCOCK,2003,402.9884129
HANCOCK,2004,378.0863396
HANCOCK,2005,419.8479077
HANCOCK,2006,308.0135194
HANCOCK,2007,361.437604
HANCOCK,2008,326.4899897
HANCOCK,2009,323.657583
HANCOCK,2010,458.5580663
HANCOCK,2011,336.7324911
HANCOCK,2012,427.1781693
HANCOCK,2013,421.07857
HANCOCK,2014,416.6202308
HANCOCK,2015,436.1922987
HANCOCK,2016,472.8884337
HANCOCK,2017,431.2136111
HANCOCK,2018,337.536629
HANCOCK,2019,469.4062733
HANCOCK,2020,479.5030981
MCLEAN,2000,223.0747217
MCLEAN,2001,226.0222652
MCLEAN,2002,338.7476795
MCLEAN,2003,249.0880399
MCLEAN,2004,243.194653
MCLEAN,2005,319.941143
MCLEAN,2006,260.4891931
MCLEAN,2007,257.573233
MCLEAN,2008,275.3110828
MCLEAN,2009,234.1268346
MCLEAN,2010,260.0148449
MCLEAN,2011,302.968212
MCLEAN,2012,328.2636416
MCLEAN,2013,321.8608436
MCLEAN,2014,334.360969
MCLEAN,2015,344.3490701
MCLEAN,2016,352.2050473
MCLEAN,2017,453.0704196
MCLEAN,2018,245.4044169
MCLEAN,2019,372.3991182
MCLEAN,2020,367.9643874
