County,Year,GPP
WHITESIDE,2008,275.3454279
WHITESIDE,2009,235.1405139
WHITESIDE,2010,309.7627978
WHITESIDE,2011,268.6942488
WHITESIDE,2012,349.6863879
WHITESIDE,2013,223.5968507
WHITESIDE,2014,291.4519643
WHITESIDE,2015,429.3095339
WHITESIDE,2016,371.1556274
WHITESIDE,2017,457.2795777
WHITESIDE,2018,261.44664
WHITESIDE,2019,411.1161572
WHITESIDE,2020,384.0364771
DE KALB,2000,226.009861
DE KALB,2001,270.8857352
DE KALB,2002,302.0781707
DE KALB,2003,211.079744
DE KALB,2004,296.4758984
DE KALB,2005,298.8542952
DE KALB,2006,272.0913141
DE KALB,2007,236.9468074
DE KALB,2008,253.4245748
DE KALB,2009,202.2484515
DE KALB,2010,267.0846953
DE KALB,2011,234.4056885
DE KALB,2012,328.555068
DE KALB,2013,205.6517844
DE KALB,2014,274.5511301
DE KALB,2015,350.7359209
DE KALB,2016,311.5193912
DE KALB,2017,397.7464359
DE KALB,2018,195.0928741
DE KALB,2019,331.6305443
DE KALB,2020,338.9700848
WHITE,2000,532.2145062
WHITE,2001,431.6060823
WHITE,2002,413.890374
WHITE,2003,596.4062511
WHITE,2004,493.0764007
WHITE,2005,586.8793406
WHITE,2006,473.1706255
WHITE,2007,447.5809333
WHITE,2008,622.3990026
WHITE,2009,520.5490305
WHITE,2010,520.2267476
WHITE,2011,538.0533699
WHITE,2012,688.3884363
WHITE,2013,551.5953945
WHITE,2014,452.9113711
WHITE,2015,556.1417258
WHITE,2016,656.4546973
WHITE,2017,545.9513672
WHITE,2018,419.6506732
WHITE,2019,653.1063933
WHITE,2020,573.2953805
LIVINGSTON,2000,214.6998533
LIVINGSTON,2001,212.0298664
LIVINGSTON,2002,292.0533436
LIVINGSTON,2003,232.2540604
LIVINGSTON,2004,241.5549321
LIVINGSTON,2005,296.9589549
LIVINGSTON,2006,244.8621804
LIVINGSTON,2007,240.6925499
LIVINGSTON,2008,265.3752973
LIVINGSTON,2009,204.84597
LIVINGSTON,2010,249.0591197
LIVINGSTON,2011,278.816171
LIVINGSTON,2012,311.7396549
LIVINGSTON,2013,293.7027193
LIVINGSTON,2014,337.0770445
LIVINGSTON,2015,329.1189423
LIVINGSTON,2016,328.6004512
LIVINGSTON,2017,447.3535605
LIVINGSTON,2018,230.9895457
LIVINGSTON,2019,342.5526561
LIVINGSTON,2020,334.2360857
WOODFORD,2000,254.3151107
WOODFORD,2001,259.4700487
WOODFORD,2002,323.9118796
WOODFORD,2003,270.0645733
WOODFORD,2004,271.9645024
WOODFORD,2005,339.7929618
WOODFORD,2006,276.0408443
WOODFORD,2007,283.1855284
WOODFORD,2008,285.072149
WOODFORD,2009,233.5396636
WOODFORD,2010,293.9611613
WOODFORD,2011,310.7808058
WOODFORD,2012,380.0942662
WOODFORD,2013,339.3022492
WOODFORD,2014,346.499914
WOODFORD,2015,402.7828076
WOODFORD,2016,386.2913128
WOODFORD,2017,456.0366647
WOODFORD,2018,261.7578491
WOODFORD,2019,437.8639872
WOODFORD,2020,401.4660255
MERCER,2000,328.5836587
MERCER,2001,359.1760698
MERCER,2002,312.5309708
MERCER,2003,272.5055277
MERCER,2004,345.3238633
MERCER,2005,387.7020934
MERCER,2006,303.4739299
MERCER,2007,294.1183471
MERCER,2008,259.7310316
MERCER,2009,256.3821421
MERCER,2010,392.5380212
MERCER,2011,308.8662656
MERCER,2012,394.61199
MERCER,2013,286.5539189
MERCER,2014,334.7133361
MERCER,2015,439.2513543
MERCER,2016,429.3233436
MERCER,2017,454.1616804
MERCER,2018,249.6672969
MERCER,2019,442.7734471
MERCER,2020,414.2125819
MACON,2000,240.1774354
MACON,2001,234.9643576
MACON,2002,346.1334467
MACON,2003,263.640094
MACON,2004,247.6745519
MACON,2005,336.2722552
MACON,2006,241.9771397
MACON,2007,273.2439088
MACON,2008,309.5664444
MACON,2009,274.24515
MACON,2010,297.0094722
MACON,2011,341.4744157
MACON,2012,365.5394756
MACON,2013,376.492896
MACON,2014,311.7335229
MACON,2015,338.5528784
MACON,2016,380.9502572
MACON,2017,496.1400172
MACON,2018,304.8443598
MACON,2019,430.2372545
MACON,2020,361.1522254
KENDALL,2000,260.8801742
KENDALL,2001,305.8490046
KENDALL,2002,329.2738063
KENDALL,2003,259.5812437
KENDALL,2004,357.5446924
KENDALL,2005,370.0966834
KENDALL,2006,309.160687
KENDALL,2007,277.2641776
KENDALL,2008,294.7065723
KENDALL,2009,231.91002
KENDALL,2010,306.592958
KENDALL,2011,297.6741416
KENDALL,2012,375.8102234
KENDALL,2013,256.6114782
KENDALL,2014,309.7825292
KENDALL,2015,364.3003743
KENDALL,2016,346.4361935
KENDALL,2017,470.244929
KENDALL,2018,241.9534203
KENDALL,2019,352.9126467
KENDALL,2020,388.5673054
CLINTON,2000,610.1407707
CLINTON,2001,447.4392806
CLINTON,2002,499.5271288
CLINTON,2003,543.0311297
CLINTON,2004,524.3296428
CLINTON,2005,531.1522797
CLINTON,2006,473.6665855
CLINTON,2007,489.7410696
CLINTON,2008,642.8009424
CLINTON,2009,529.4255361
CLINTON,2010,482.8185954
CLINTON,2011,580.3070824
CLINTON,2012,545.1284992
CLINTON,2013,626.3217772
CLINTON,2014,488.6672255
CLINTON,2015,593.9110311
CLINTON,2016,620.1618234
CLINTON,2017,616.522071
CLINTON,2018,486.5675804
CLINTON,2019,684.5438325
CLINTON,2020,607.5044942
GRUNDY,2000,237.8405593
GRUNDY,2001,258.8957711
GRUNDY,2002,309.1584834
GRUNDY,2003,247.9802091
GRUNDY,2004,309.2750681
GRUNDY,2005,332.3693295
GRUNDY,2006,264.3017229
GRUNDY,2007,255.3504037
GRUNDY,2008,275.3686711
GRUNDY,2009,218.6558046
GRUNDY,2010,278.9853725
GRUNDY,2011,281.213146
GRUNDY,2012,344.1475555
GRUNDY,2013,264.8496783
GRUNDY,2014,320.604688
GRUNDY,2015,348.3849665
GRUNDY,2016,339.0608337
GRUNDY,2017,479.5664459
GRUNDY,2018,231.7172316
GRUNDY,2019,353.3961186
GRUNDY,2020,359.3178739
PERRY,2000,563.8495091
PERRY,2001,443.9045732
PERRY,2002,500.744534
PERRY,2003,583.6498092
PERRY,2004,540.2453905
PERRY,2005,640.3346778
PERRY,2006,484.8761769
PERRY,2007,493.4297546
PERRY,2008,635.0034395
PERRY,2009,552.4737078
PERRY,2010,565.2937934
PERRY,2011,609.3168256
PERRY,2012,550.0482409
PERRY,2013,627.18949
PERRY,2014,552.1899761
PERRY,2015,642.7281461
PERRY,2016,688.1300941
PERRY,2017,654.6617736
PERRY,2018,520.1781796
PERRY,2019,657.3499189
PERRY,2020,667.070817
JASPER,2000,444.1023839
JASPER,2001,349.256354
JASPER,2002,395.2518553
JASPER,2003,433.139398
JASPER,2004,374.0490785
JASPER,2005,465.7215255
JASPER,2006,370.860468
JASPER,2007,375.1522717
JASPER,2008,538.4383999
JASPER,2009,487.2449408
JASPER,2010,438.5968218
JASPER,2011,491.7943385
JASPER,2012,567.6540933
JASPER,2013,543.6571582
JASPER,2014,443.6766282
JASPER,2015,502.18313
JASPER,2016,541.7092315
JASPER,2017,483.2332252
JASPER,2018,385.7887196
JASPER,2019,584.6633636
JASPER,2020,480.6508296
EDGAR,2000,305.7198796
EDGAR,2001,287.6243154
EDGAR,2002,355.2155626
EDGAR,2003,320.9954829
EDGAR,2004,296.2786901
EDGAR,2005,376.7900706
EDGAR,2006,306.634915
EDGAR,2007,308.6932058
EDGAR,2008,391.1148263
EDGAR,2009,343.7592917
EDGAR,2010,321.0992798
EDGAR,2011,396.3923165
EDGAR,2012,405.5076095
EDGAR,2013,451.5004642
EDGAR,2014,323.1123663
EDGAR,2015,399.0015088
EDGAR,2016,410.174729
EDGAR,2017,404.4415486
EDGAR,2018,308.3003744
EDGAR,2019,435.4359663
EDGAR,2020,399.686608
COLES,2000,334.4149696
COLES,2001,292.8841776
COLES,2002,382.1175543
COLES,2003,334.7415824
COLES,2004,318.1720289
COLES,2005,411.7860947
COLES,2006,288.4878195
COLES,2007,333.3366505
COLES,2008,382.7047087
COLES,2009,360.3562271
COLES,2010,347.1713991
COLES,2011,385.4491521
COLES,2012,428.1166375
COLES,2013,472.3874103
COLES,2014,376.1620748
COLES,2015,414.753168
COLES,2016,473.2350903
COLES,2017,470.066495
COLES,2018,331.4229501
COLES,2019,488.901866
COLES,2020,417.9559139
GALLATIN,2000,508.04763
GALLATIN,2001,448.9563319
GALLATIN,2002,441.2836915
GALLATIN,2003,575.9679392
GALLATIN,2004,427.9672813
GALLATIN,2005,627.606583
GALLATIN,2006,494.1245094
GALLATIN,2007,427.2614524
GALLATIN,2008,589.9281903
GALLATIN,2009,488.7681614
GALLATIN,2010,527.3801451
GALLATIN,2011,550.4793248
GALLATIN,2012,639.4154629
GALLATIN,2013,515.5084032
GALLATIN,2014,480.6475526
GALLATIN,2015,569.6969593
GALLATIN,2016,616.3381454
GALLATIN,2017,504.8692723
GALLATIN,2018,390.0315049
GALLATIN,2019,598.7036262
GALLATIN,2020,555.0963616
DOUGLAS,2000,243.6316897
DOUGLAS,2001,237.7638291
DOUGLAS,2002,323.4886572
DOUGLAS,2003,269.3046445
DOUGLAS,2004,253.1194842
DOUGLAS,2005,321.230332
DOUGLAS,2006,254.1437161
DOUGLAS,2007,266.6325821
DOUGLAS,2008,321.4063462
DOUGLAS,2009,304.416734
DOUGLAS,2010,296.9851959
DOUGLAS,2011,356.5189382
DOUGLAS,2012,371.6788327
DOUGLAS,2013,400.4872035
DOUGLAS,2014,316.3941986
DOUGLAS,2015,355.6400394
DOUGLAS,2016,387.6283671
DOUGLAS,2017,400.5999127
DOUGLAS,2018,290.618594
DOUGLAS,2019,431.1497447
DOUGLAS,2020,388.4964191
RANDOLPH,2000,537.4821329
RANDOLPH,2001,431.6326607
RANDOLPH,2002,555.5237968
RANDOLPH,2003,552.4023621
RANDOLPH,2004,482.9257822
RANDOLPH,2005,620.9555272
RANDOLPH,2006,478.9931701
RANDOLPH,2007,493.378242
RANDOLPH,2008,582.0721335
RANDOLPH,2009,558.7920848
RANDOLPH,2010,540.2782517
RANDOLPH,2011,600.8635238
RANDOLPH,2012,503.3309479
RANDOLPH,2013,603.4697408
RANDOLPH,2014,495.1765199
RANDOLPH,2015,619.6687125
RANDOLPH,2016,637.9812787
RANDOLPH,2017,606.0980162
RANDOLPH,2018,458.1513913
RANDOLPH,2019,639.1670035
RANDOLPH,2020,638.948133
CHRISTIAN,2000,267.6545185
CHRISTIAN,2001,243.8431096
CHRISTIAN,2002,363.9952668
CHRISTIAN,2003,288.7747737
CHRISTIAN,2004,265.6050349
CHRISTIAN,2005,344.6568287
CHRISTIAN,2006,244.6917742
CHRISTIAN,2007,297.3417435
CHRISTIAN,2008,336.0113364
CHRISTIAN,2009,310.1393929
CHRISTIAN,2010,307.0806959
CHRISTIAN,2011,353.6259944
CHRISTIAN,2012,374.9703245
CHRISTIAN,2013,422.7680088
CHRISTIAN,2014,331.2917061
CHRISTIAN,2015,357.9689286
CHRISTIAN,2016,410.41288
CHRISTIAN,2017,472.4878344
CHRISTIAN,2018,304.4904932
CHRISTIAN,2019,446.3859084
CHRISTIAN,2020,366.3129666
WILL,2000,299.2986021
WILL,2001,348.238038
WILL,2002,366.6372304
WILL,2003,302.5382858
WILL,2004,385.2082917
WILL,2005,405.902535
WILL,2006,345.9788775
WILL,2007,298.8094986
WILL,2008,327.1724336
WILL,2009,256.1658357
WILL,2010,346.722985
WILL,2011,339.2199128
WILL,2012,477.2654078
WILL,2013,327.1308038
WILL,2014,369.3284801
WILL,2015,425.8827089
WILL,2016,450.501087
WILL,2017,506.8810717
WILL,2018,257.0422727
WILL,2019,398.0814702
WILL,2020,425.1896571
MACOUPIN,2000,393.6795942
MACOUPIN,2001,335.2961003
MACOUPIN,2002,465.9362024
MACOUPIN,2003,432.0341055
MACOUPIN,2004,374.7180113
MACOUPIN,2005,499.8096634
MACOUPIN,2006,333.7296392
MACOUPIN,2007,380.9585431
MACOUPIN,2008,446.4003978
MACOUPIN,2009,454.4489778
MACOUPIN,2010,409.8966715
MACOUPIN,2011,447.0881405
MACOUPIN,2012,485.9854011
MACOUPIN,2013,554.9572586
MACOUPIN,2014,492.8664293
MACOUPIN,2015,510.3726591
MACOUPIN,2016,547.692936
MACOUPIN,2017,537.9836655
MACOUPIN,2018,372.4637988
MACOUPIN,2019,622.445541
MACOUPIN,2020,504.403652
JEFFERSON,2000,491.4041935
JEFFERSON,2001,433.0758904
JEFFERSON,2002,497.8368108
JEFFERSON,2003,537.590574
JEFFERSON,2004,479.224984
JEFFERSON,2005,663.9694091
JEFFERSON,2006,472.3124421
JEFFERSON,2007,434.0646579
JEFFERSON,2008,620.1641198
JEFFERSON,2009,541.0530439
JEFFERSON,2010,519.1689837
JEFFERSON,2011,599.1792484
JEFFERSON,2012,497.7500697
JEFFERSON,2013,617.6666113
JEFFERSON,2014,556.823622
JEFFERSON,2015,629.916157
JEFFERSON,2016,705.8129169
JEFFERSON,2017,592.809092
JEFFERSON,2018,473.166035
JEFFERSON,2019,688.3014539
JEFFERSON,2020,603.5913083
POPE,2000,671.0242513
POPE,2001,646.7885982
POPE,2002,716.3258892
POPE,2003,744.1365764
POPE,2004,578.594744
POPE,2005,892.0901754
POPE,2006,658.5577621
POPE,2007,594.583107
POPE,2008,769.77696
POPE,2009,720.2751497
POPE,2010,618.0692461
POPE,2011,749.7007243
POPE,2012,581.8751256
POPE,2013,728.1927235
POPE,2014,617.6539941
POPE,2015,774.8943393
POPE,2016,789.8880222
POPE,2017,709.9471121
POPE,2018,548.700472
POPE,2019,746.3187804
POPE,2020,789.3612513
STARK,2000,269.4052002
STARK,2001,231.803032
STARK,2002,269.9190831
STARK,2003,249.2248342
STARK,2004,270.0146408
STARK,2005,289.1692998
STARK,2006,258.7600083
STARK,2007,257.4777279
STARK,2008,250.7522123
STARK,2009,214.6220581
STARK,2010,280.1869197
STARK,2011,259.5073659
STARK,2012,329.3373461
STARK,2013,243.4258473
STARK,2014,291.3414885
STARK,2015,407.5120748
STARK,2016,340.6910358
STARK,2017,420.2055794
STARK,2018,234.4023896
STARK,2019,387.6748875
STARK,2020,364.2942488
SCHUYLER,2000,405.2124182
SCHUYLER,2001,382.4973898
SCHUYLER,2002,421.5886062
SCHUYLER,2003,463.6609223
SCHUYLER,2004,432.6655564
SCHUYLER,2005,519.9992365
SCHUYLER,2006,345.4235819
SCHUYLER,2007,411.8397981
SCHUYLER,2008,383.752635
SCHUYLER,2009,409.8446365
SCHUYLER,2010,488.816609
SCHUYLER,2011,429.8359681
SCHUYLER,2012,433.9996493
SCHUYLER,2013,492.4206637
SCHUYLER,2014,523.9245942
SCHUYLER,2015,535.7242591
SCHUYLER,2016,557.0311902
SCHUYLER,2017,582.8370343
SCHUYLER,2018,396.7054722
SCHUYLER,2019,595.5464937
SCHUYLER,2020,531.6541333
STEPHENSON,2000,308.1242304
STEPHENSON,2001,350.4672025
STEPHENSON,2002,341.6836202
STEPHENSON,2003,267.4984341
STEPHENSON,2004,362.2068689
STEPHENSON,2005,385.4575329
STEPHENSON,2006,333.3305585
STEPHENSON,2007,295.7016524
STEPHENSON,2008,285.2664168
STEPHENSON,2009,227.4607719
STEPHENSON,2010,324.0594672
STEPHENSON,2011,263.4885588
STEPHENSON,2012,363.5405814
STEPHENSON,2013,205.4196884
STEPHENSON,2014,280.2456936
STEPHENSON,2015,379.261008
STEPHENSON,2016,354.156851
STEPHENSON,2017,414.7287424
STEPHENSON,2018,222.3856697
STEPHENSON,2019,355.4951263
STEPHENSON,2020,375.0186221
LOGAN,2000,247.7372081
LOGAN,2001,224.3314232
LOGAN,2002,325.2933294
LOGAN,2003,244.2816098
LOGAN,2004,252.5997467
LOGAN,2005,336.0106697
LOGAN,2006,240.5989392
LOGAN,2007,262.9950905
LOGAN,2008,298.9956683
LOGAN,2009,261.3351003
LOGAN,2010,288.3199547
LOGAN,2011,320.3414733
LOGAN,2012,351.1139191
LOGAN,2013,365.151521
LOGAN,2014,340.023137
LOGAN,2015,365.850176
LOGAN,2016,387.6643815
LOGAN,2017,458.2179089
LOGAN,2018,262.8478865
LOGAN,2019,438.6901288
LOGAN,2020,377.9157507
LEE,2000,244.288477
LEE,2001,265.7724367
LEE,2002,304.4958487
LEE,2003,216.8115198
LEE,2004,310.0357551
LEE,2005,315.0313205
LEE,2006,274.0613712
LEE,2007,250.4640677
LEE,2008,261.0764878
LEE,2009,200.7895974
LEE,2010,269.4480716
LEE,2011,247.0001767
LEE,2012,327.5172737
LEE,2013,207.5912942
LEE,2014,280.5414343
LEE,2015,408.5880564
LEE,2016,335.1859702
LEE,2017,410.4957503
LEE,2018,212.7999865
LEE,2019,361.9598751
LEE,2020,348.8604218
FAYETTE,2000,463.9041588
FAYETTE,2001,381.2249892
FAYETTE,2002,499.4065519
FAYETTE,2003,484.3951737
FAYETTE,2004,417.4252033
FAYETTE,2005,547.3246797
FAYETTE,2006,369.3313702
FAYETTE,2007,401.8683014
FAYETTE,2008,487.5118508
FAYETTE,2009,490.8705804
FAYETTE,2010,447.7757571
FAYETTE,2011,497.4078207
FAYETTE,2012,488.6038679
FAYETTE,2013,544.3034701
FAYETTE,2014,470.666458
FAYETTE,2015,544.086359
FAYETTE,2016,583.2597711
FAYETTE,2017,540.0868893
FAYETTE,2018,398.2184944
FAYETTE,2019,576.7197024
FAYETTE,2020,486.4385113
LA SALLE,2000,243.2292425
LA SALLE,2001,257.9476435
LA SALLE,2002,313.715456
LA SALLE,2003,238.7632268
LA SALLE,2004,309.4026753
LA SALLE,2005,331.9022418
LA SALLE,2006,264.3190487
LA SALLE,2007,254.4114695
LA SALLE,2008,277.3162274
LA SALLE,2009,210.4796093
LA SALLE,2010,285.2463611
LA SALLE,2011,273.8380355
LA SALLE,2012,340.6036119
LA SALLE,2013,256.3744358
LA SALLE,2014,316.2103858
LA SALLE,2015,380.5573884
LA SALLE,2016,330.6658486
LA SALLE,2017,448.9286857
LA SALLE,2018,228.3332867
LA SALLE,2019,363.7971578
LA SALLE,2020,354.5957361
PEORIA,2000,346.0050866
PEORIA,2001,337.7357001
PEORIA,2002,370.1704799
PEORIA,2003,348.4778778
PEORIA,2004,360.2316968
PEORIA,2005,430.0069373
PEORIA,2006,321.9910386
PEORIA,2007,339.9181608
PEORIA,2008,329.1270486
PEORIA,2009,307.2783374
PEORIA,2010,367.521771
PEORIA,2011,356.468297
PEORIA,2012,472.8769156
PEORIA,2013,362.6559284
PEORIA,2014,387.7221662
PEORIA,2015,500.6540494
PEORIA,2016,447.3802785
PEORIA,2017,508.2682155
PEORIA,2018,302.3082041
PEORIA,2019,498.0807992
PEORIA,2020,454.5972624
RICHLAND,2000,494.7321359
RICHLAND,2001,381.4171264
RICHLAND,2002,402.315536
RICHLAND,2003,517.0820358
RICHLAND,2004,446.7827082
RICHLAND,2005,482.4269568
RICHLAND,2006,412.6079552
RICHLAND,2007,439.7002033
RICHLAND,2008,654.6507741
RICHLAND,2009,509.6497762
RICHLAND,2010,497.2844952
RICHLAND,2011,507.7769118
RICHLAND,2012,522.4913845
RICHLAND,2013,551.527202
RICHLAND,2014,445.2192074
RICHLAND,2015,491.0248228
RICHLAND,2016,609.2743853
RICHLAND,2017,500.3252168
RICHLAND,2018,410.2818255
RICHLAND,2019,610.8697456
RICHLAND,2020,493.8207413
WILLIAMSON,2000,554.3103941
WILLIAMSON,2001,539.4384462
WILLIAMSON,2002,639.2554189
WILLIAMSON,2003,643.1793492
WILLIAMSON,2004,508.4709614
WILLIAMSON,2005,748.0619121
WILLIAMSON,2006,534.7255473
WILLIAMSON,2007,538.6874654
WILLIAMSON,2008,620.4578932
WILLIAMSON,2009,606.3815644
WILLIAMSON,2010,596.4445776
WILLIAMSON,2011,662.1470318
WILLIAMSON,2012,515.6379158
WILLIAMSON,2013,655.031542
WILLIAMSON,2014,550.3557586
WILLIAMSON,2015,682.6404858
WILLIAMSON,2016,755.7180361
WILLIAMSON,2017,595.7760136
WILLIAMSON,2018,481.9631377
WILLIAMSON,2019,691.6223262
WILLIAMSON,2020,704.1172182
IROQUOIS,2000,204.8277125
IROQUOIS,2001,244.2377433
IROQUOIS,2002,313.9061553
IROQUOIS,2003,247.8533695
IROQUOIS,2004,232.2018163
IROQUOIS,2005,306.4020352
IROQUOIS,2006,251.5373493
IROQUOIS,2007,234.8832854
IROQUOIS,2008,268.9752137
IROQUOIS,2009,210.494129
IROQUOIS,2010,243.480498
IROQUOIS,2011,296.8724049
IROQUOIS,2012,351.3070454
IROQUOIS,2013,323.3936155
IROQUOIS,2014,322.0286246
IROQUOIS,2015,361.0677234
IROQUOIS,2016,356.9304169
IROQUOIS,2017,462.8284339
IROQUOIS,2018,245.7902748
IROQUOIS,2019,372.2123948
IROQUOIS,2020,349.0567689
KANE,2000,251.8071364
KANE,2001,328.2394631
KANE,2002,354.3390581
KANE,2003,241.8990557
KANE,2004,359.4861289
KANE,2005,379.4440655
KANE,2006,331.9273331
KANE,2007,296.9647205
KANE,2008,301.2401352
KANE,2009,239.6404594
KANE,2010,347.0483941
KANE,2011,282.9335855
KANE,2012,387.3208208
KANE,2013,237.9523457
KANE,2014,318.2581666
KANE,2015,395.6441793
KANE,2016,350.9469597
KANE,2017,497.3989836
KANE,2018,231.3367819
KANE,2019,357.7344409
KANE,2020,390.3837661
SHELBY,2000,344.3114474
SHELBY,2001,300.9834105
SHELBY,2002,411.9863608
SHELBY,2003,355.2718545
SHELBY,2004,327.6922094
SHELBY,2005,417.4578973
SHELBY,2006,293.6589503
SHELBY,2007,357.5147102
SHELBY,2008,407.1063179
SHELBY,2009,379.9608551
SHELBY,2010,362.2153669
SHELBY,2011,390.7116551
SHELBY,2012,459.3480224
SHELBY,2013,491.7228552
SHELBY,2014,391.3423501
SHELBY,2015,422.9256082
SHELBY,2016,482.4653602
SHELBY,2017,511.5833815
SHELBY,2018,344.2830175
SHELBY,2019,505.0515139
SHELBY,2020,428.7438227
MONROE,2000,537.2708979
MONROE,2001,406.9020112
MONROE,2002,572.7671414
MONROE,2003,576.5501444
MONROE,2004,477.7996288
MONROE,2005,629.5357447
MONROE,2006,493.3148887
MONROE,2007,554.0879082
MONROE,2008,629.7845203
MONROE,2009,569.4006024
MONROE,2010,502.7584013
MONROE,2011,609.8194878
MONROE,2012,539.1902388
MONROE,2013,590.6767529
MONROE,2014,544.6789164
MONROE,2015,593.3547057
MONROE,2016,681.1412519
MONROE,2017,592.2346186
MONROE,2018,479.1446792
MONROE,2019,659.8136083
MONROE,2020,627.9818611
CARROLL,2000,292.4705349
CARROLL,2001,341.4332326
CARROLL,2002,311.16339
CARROLL,2003,264.4007714
CARROLL,2004,360.9535523
CARROLL,2005,375.5717251
CARROLL,2006,319.9615032
CARROLL,2007,295.8519396
CARROLL,2008,285.2874823
CARROLL,2009,234.8841467
CARROLL,2010,324.8337778
CARROLL,2011,269.4777078
CARROLL,2012,357.9392435
CARROLL,2013,205.994527
CARROLL,2014,284.3215298
CARROLL,2015,407.0719357
CARROLL,2016,364.2721895
CARROLL,2017,454.6923884
CARROLL,2018,230.8401136
CARROLL,2019,375.5785245
CARROLL,2020,374.7725388
CLAY,2000,492.5795765
CLAY,2001,356.0754966
CLAY,2002,422.0043213
CLAY,2003,512.5671553
CLAY,2004,424.9015101
CLAY,2005,541.2322577
CLAY,2006,395.7409265
CLAY,2007,420.3023247
CLAY,2008,589.5794357
CLAY,2009,466.7827767
CLAY,2010,482.2276072
CLAY,2011,525.2849256
CLAY,2012,531.1108591
CLAY,2013,588.5572709
CLAY,2014,497.5368998
CLAY,2015,540.7831915
CLAY,2016,653.3469917
CLAY,2017,552.1089781
CLAY,2018,442.80842
CLAY,2019,616.7688931
CLAY,2020,504.6702989
MASSAC,2000,593.878003
MASSAC,2001,556.6071736
MASSAC,2002,620.955875
MASSAC,2003,689.1520706
MASSAC,2004,537.0768072
MASSAC,2005,722.0296559
MASSAC,2006,594.6681414
MASSAC,2007,520.827511
MASSAC,2008,623.8910777
MASSAC,2009,618.5469858
MASSAC,2010,604.6870273
MASSAC,2011,659.5435747
MASSAC,2012,701.9623207
MASSAC,2013,646.174125
MASSAC,2014,549.8187501
MASSAC,2015,645.7952641
MASSAC,2016,708.2455024
MASSAC,2017,642.1501392
MASSAC,2018,532.3111312
MASSAC,2019,673.080524
MASSAC,2020,726.0712412
JOHNSON,2000,586.1111939
JOHNSON,2001,571.7943454
JOHNSON,2002,687.2240692
JOHNSON,2003,677.3430812
JOHNSON,2004,529.6968617
JOHNSON,2005,804.7842942
JOHNSON,2006,580.8554062
JOHNSON,2007,580.185262
JOHNSON,2008,657.4998426
JOHNSON,2009,674.4205287
JOHNSON,2010,605.2428642
JOHNSON,2011,700.3206753
JOHNSON,2012,527.3060376
JOHNSON,2013,701.9477448
JOHNSON,2014,567.2452613
JOHNSON,2015,727.7309062
JOHNSON,2016,771.0577184
JOHNSON,2017,640.5748918
JOHNSON,2018,525.9278733
JOHNSON,2019,712.6127572
JOHNSON,2020,757.6676071
BROWN,2000,427.7125561
BROWN,2001,397.6760985
BROWN,2002,449.4945718
BROWN,2003,501.2990127
BROWN,2004,450.3711075
BROWN,2005,524.651828
BROWN,2006,360.5143478
BROWN,2007,423.1604887
BROWN,2008,416.2065518
BROWN,2009,416.700673
BROWN,2010,494.3237303
BROWN,2011,421.8082834
BROWN,2012,464.7740794
BROWN,2013,512.797855
BROWN,2014,532.5226374
BROWN,2015,555.1964158
BROWN,2016,563.8333948
BROWN,2017,603.9695012
BROWN,2018,396.1325285
BROWN,2019,598.7237986
BROWN,2020,544.684064
KANKAKEE,2000,237.2445857
KANKAKEE,2001,289.3775217
KANKAKEE,2002,342.8722141
KANKAKEE,2003,294.3233759
KANKAKEE,2004,296.417059
KANKAKEE,2005,356.0716687
KANKAKEE,2006,296.9344906
KANKAKEE,2007,265.3767654
KANKAKEE,2008,302.2394643
KANKAKEE,2009,221.9927211
KANKAKEE,2010,280.8472372
KANKAKEE,2011,312.0832243
KANKAKEE,2012,394.2481367
KANKAKEE,2013,323.9978544
KANKAKEE,2014,343.8817173
KANKAKEE,2015,382.3240848
KANKAKEE,2016,399.8852207
KANKAKEE,2017,460.475546
KANKAKEE,2018,248.563065
KANKAKEE,2019,384.3737892
KANKAKEE,2020,375.4831864
SANGAMON,2000,288.7963726
SANGAMON,2001,259.3897759
SANGAMON,2002,357.0618006
SANGAMON,2003,303.3975072
SANGAMON,2004,288.8772825
SANGAMON,2005,378.7725387
SANGAMON,2006,268.5423635
SANGAMON,2007,308.6556254
SANGAMON,2008,342.5060847
SANGAMON,2009,312.3866122
SANGAMON,2010,332.2989282
SANGAMON,2011,357.0111489
SANGAMON,2012,418.0819
SANGAMON,2013,432.3354044
SANGAMON,2014,375.4555121
SANGAMON,2015,391.0463182
SANGAMON,2016,444.5385748
SANGAMON,2017,467.2539474
SANGAMON,2018,310.0594925
SANGAMON,2019,520.5948232
SANGAMON,2020,416.3002116
BOONE,2000,255.3615898
BOONE,2001,330.5375974
BOONE,2002,329.9684206
BOONE,2003,227.4382126
BOONE,2004,329.8235542
BOONE,2005,363.992023
BOONE,2006,338.445372
BOONE,2007,292.3641793
BOONE,2008,289.5613039
BOONE,2009,225.0973925
BOONE,2010,316.343599
BOONE,2011,256.0010855
BOONE,2012,358.4032562
BOONE,2013,222.2250103
BOONE,2014,285.864644
BOONE,2015,376.3499782
BOONE,2016,349.2179547
BOONE,2017,435.563132
BOONE,2018,202.8097398
BOONE,2019,359.6075985
BOONE,2020,354.8967385
MORGAN,2000,310.8837175
MORGAN,2001,285.0422239
MORGAN,2002,365.335658
MORGAN,2003,346.6755709
MORGAN,2004,313.1570375
MORGAN,2005,395.9501656
